,url,start_time,end_time,class_label
3315,nDzXPWIICsg, 20.000, 30.000,Animal
3316,ydHY9V3Vf2M, 50.000, 60.000,Animal
3317,inj064EGVQk, 110.000, 120.000,Animal
3318,Ih_QlDPHszE, 110.000, 120.000,Animal
3319,fP9XO3NUgHo, 50.000, 60.000,Animal
3320,qUiN4mFsII8, 0.000, 10.000,Animal
3321,ParxFcudsmw, 0.000, 10.000,Animal
3322,5-xKnAigQnA, 20.000, 30.000,Animal
3323,HI44MzH2K5I, 140.000, 150.000,Animal
3324,FbI2v_bt9AQ, 60.000, 70.000,Animal
3325,PJC12ks6ZQc, 30.000, 40.000,Animal
3326,Xs9vBmLztxM, 10.000, 20.000,Animal
3327,t1pDQvll76E, 100.000, 110.000,Animal
3328,2-2R9mLqrBI, 30.000, 40.000,Animal
3329,W0WWmhwWbZs, 70.000, 80.000,Animal
3330,-Mu6SF2fxnE, 30.000, 40.000,Animal
3331,2_bxX_eeQz0, 30.000, 40.000,Animal
3332,lqm9ZJp2Tw0, 10.000, 20.000,Animal
3333,aJSr4vWjH4c, 240.000, 250.000,Animal
3334,1GLv6QkQElM, 22.000, 32.000,Animal
3335,Pp9ocqFF-go, 120.000, 130.000,Animal
3336,fhYhDoLCe7s, 210.000, 220.000,Animal
3337,Wexik4XJMLw, 80.000, 90.000,Animal
3338,aV4fBv9Y5WM, 4.000, 14.000,Animal
3339,irQcvJDWChI, 40.000, 50.000,Animal
3340,VGp033JknqI, 30.000, 40.000,Animal
3341,Fqy5HtKH5VQ, 30.000, 40.000,Animal
3342,av6YEizftQ8, 20.000, 30.000,Animal
3343,6aeTi0zVhEE, 28.000, 38.000,Animal
3344,AradXeDDJ1g, 100.000, 110.000,Animal
3345,CK4tcP2v-2E, 30.000, 40.000,Animal
3346,y_jBnv4FMU4, 30.000, 40.000,Animal
3347,FOcMCQ5wivA, 21.000, 31.000,Animal
3348,I0PICtU-Kyk, 0.000, 10.000,Animal
3349,5IVsz3ainMg, 30.000, 40.000,Animal
3350,6qQnTxbTTx8, 30.000, 40.000,Animal
3351,g_dRkKvSFwA, 0.000, 10.000,Animal
3352,HyE19Sn-onM, 30.000, 40.000,Animal
3353,xBEMPNd6eKQ, 50.000, 60.000,Animal
3354,3Lm2uAmFxd8, 30.000, 40.000,Animal
3355,jIcBprYurJg, 30.000, 40.000,Animal
3356,BDXGM5qwT_w, 80.000, 90.000,Animal
3357,SrP3Ad1AhGA, 60.000, 70.000,Animal
3358,6F2Hju9hBM0, 30.000, 40.000,Animal
3359,X9stVUwB62Y, 50.000, 60.000,Animal
3360,0PSJsmQ9jVw, 30.000, 40.000,Animal
3361,me3FIexyYoQ, 60.000, 70.000,Animal
3362,1WWPdIr91b8, 0.000, 10.000,Animal
3363,0tot80uZKTg, 120.000, 130.000,Animal
3364,7UKg9KO6Ky0, 240.000, 250.000,Animal
3365,wDbhmulc2Lk, 30.000, 40.000,Animal
3366,0SRIpmzsJqA, 5.000, 15.000,Animal
3367,aW-36F88xuk, 110.000, 120.000,Animal
3368,1_2X42oWJqg, 10.000, 20.000,Animal
3369,lqtIbhN6NoQ, 30.000, 40.000,Animal
3370,NPns9k47czE, 0.000, 10.000,Animal
3371,nUDbAFd3h20, 50.000, 60.000,Animal
3372,5gOo2ozy_WU, 24.000, 34.000,Animal
3373,6T5SkXfUsxw, 18.000, 28.000,Animal
3374,8E_p-KfisnE, 0.000, 10.000,Animal
3375,eNkoz1dFPOk, 20.000, 30.000,Animal
3376,IwdgCPMRCBk, 2.000, 12.000,Animal
3377,AqsiuKKf3ew, 30.000, 40.000,Animal
3378,CQuQTtSLvuA, 90.000, 100.000,Animal
3379,8L5yuRycYRU, 30.000, 40.000,Animal
3380,xozzXENvzP8, 220.000, 230.000,Animal
3381,rpd2HkzkKoQ, 30.000, 40.000,Animal
3382,StLqNOXI4CU, 25.000, 35.000,Animal
3383,ti7mDQQV6w8, 0.000, 10.000,Animal
3384,9B-MJsv5cO4, 0.000, 10.000,Animal
3385,vxZ_cCmYCE4, 30.000, 40.000,Animal
3386,2dhWgLboGME, 3.000, 13.000,Animal
3387,goO9L6HJpro, 160.000, 170.000,Animal
3388,gPoZZLAnz7Q, 50.000, 60.000,Animal
3389,RMFb5fgEGqw, 280.000, 290.000,Animal
3390,QcLUvG2yEU0, 110.000, 120.000,Animal
3391,-WE3eMj91tI, 19.000, 29.000,Animal
3392,7YVe-l7ccXo, 30.000, 40.000,Animal
3393,DQJPySJXq44, 8.000, 18.000,Animal
3394,rdPenAHFm7Q, 100.000, 110.000,Animal
3395,_p04SYXuBSQ, 10.000, 20.000,Animal
3396,8CnuZKsX2Gg, 100.000, 110.000,Animal
3397,yBdDB5ATNXU, 30.000, 40.000,Animal
3398,qdR2t0tWF84, 20.000, 30.000,Animal
3399,SgQoq8zB3g4, 190.000, 200.000,Animal
3400,fYK2d2un5ag, 10.000, 20.000,Animal
3401,Uxikckz0NeA, 40.000, 50.000,Animal
3402,mkTgqCbEV_c, 30.000, 40.000,Animal
3403,wQVpj9DHSbw, 110.000, 120.000,Animal
3404,y1Dy9GvgYHk, 30.000, 40.000,Animal
3405,-nUTC_TgRCk, 40.000, 50.000,Animal
3406,Ou1CHldf03w, 10.000, 20.000,Animal
3407,hQ7HhBjmgz0, 80.000, 90.000,Animal
3408,2Hz5syR14dI, 30.000, 40.000,Animal
3409,5Ct0Emq8j8A, 13.000, 23.000,Animal
3410,2Em-lAD3KxM, 30.000, 40.000,Animal
3411,waWFa3U1oRc, 60.000, 70.000,Animal
3412,MQFZD88mJ-Q, 6.000, 16.000,Animal
3413,tIuM8Ph5cxg, 10.000, 20.000,Animal
3414,KFEUaDwTYv0, 50.000, 60.000,Animal
3415,49c_ZAXGdzM, 30.000, 40.000,Animal
3416,zTOcpl0N_1U, 0.000, 10.000,Animal
3417,1kdRFmi_pgc, 0.000, 10.000,Animal
3418,vLNnqFpiJ0w, 0.000, 10.000,Animal
3419,TEUbXkJqPhg, 20.000, 30.000,Animal
3420,ap_m1KYetfs, 30.000, 40.000,Animal
3421,OrYbz62lUQQ, 12.000, 22.000,Animal
3422,eVfevb8Aqrk, 10.000, 20.000,Animal
3423,NY_AH9GlQ1s, 30.000, 40.000,Animal
3424,OGw7IRDLu4w, 12.000, 22.000,Animal
3425,50nLPlh-D5A, 20.000, 30.000,Animal
3426,siJj519umCo, 30.000, 40.000,Animal
3427,8AuM8Duc9ZY, 21.000, 31.000,Animal
3428,27ZFN_8LiIU, 30.000, 40.000,Animal
3429,Eov8iZ5a8RM, 60.000, 70.000,Animal
3430,rYIwPq14ewU, 0.000, 10.000,Animal
3431,trETWIjnjgQ, 0.000, 2.000,Animal
3432,57x4T3XZqPg, 21.000, 31.000,Animal
3433,DK3g0FB_KwM, 20.000, 30.000,Animal
3434,4VmVMns3514, 50.000, 60.000,Animal
3435,Qph6xcHBLyU, 10.000, 20.000,Animal
3436,OiYXBhErREU, 40.000, 50.000,Animal
3437,3ShPq8uODFQ, 110.000, 120.000,Animal
3438,qd_QdgakcOo, 0.000, 10.000,Animal
3439,0c_XVbMipA4, 30.000, 40.000,Animal
3440,xGKOrTL9eSA, 10.000, 20.000,Animal
3441,Bh6Lg4_RMBA, 30.000, 40.000,Animal
3442,MR0XNL3dITU, 0.000, 10.000,Animal
3443,1XtbEp3Q6J8, 0.000, 10.000,Animal
3444,-9YohOxYZ0Q, 10.000, 20.000,Animal
3445,8N5eETeI8Z0, 17.000, 27.000,Animal
3446,q9D8qGnUVUs, 0.000, 10.000,Animal
3447,sC4-soS9tsY, 20.000, 30.000,Animal
3448,ubWP8updrwE, 60.000, 70.000,Animal
3449,au2ynxwHdfw, 10.000, 20.000,Animal
3450,AgdFk_bQ8S4, 15.000, 25.000,Animal
3451,eJYgaaE9MVE, 0.000, 10.000,Animal
3452,3zKc-NsNmI4, 70.000, 80.000,Animal
3453,M9XieKnIkqQ, 40.000, 50.000,Animal
3454,pQ1Di8yJphY, 0.000, 10.000,Animal
3455,kt8kAlP8ENU, 240.000, 250.000,Animal
3456,2QRymqaxFtY, 30.000, 40.000,Animal
3457,npAGa2S3uqE, 10.000, 20.000,Animal
3458,1yyWYEKCsQk, 0.000, 10.000,Animal
3459,s9z_l0554UE, 20.000, 30.000,Animal
3460,7DXTwOVa8QU, 50.000, 60.000,Animal
3461,WChAWWJIUvM, 10.000, 20.000,Animal
3462,gGKZETxsIPI, 30.000, 40.000,Animal
3463,w-s7ZNuZuAo, 60.000, 70.000,Animal
3464,1xY9bvuh0TQ, 30.000, 40.000,Animal
3465,goc4OmVDtSo, 0.000, 10.000,Animal
3466,7bVAXYgBerE, 30.000, 40.000,Animal
3467,hnoWfqp3nMo, 15.000, 25.000,Animal
3468,sI9FOZypte4, 580.000, 590.000,Animal
3469,VPEjSBmzXoI, 190.000, 200.000,Animal
3470,lU14qnb4i30, 0.000, 10.000,Animal
3471,WSO2aeoq5yM, 50.000, 60.000,Animal
3472,HA9yvpvCI7o, 30.000, 40.000,Animal
3473,nXgirzULnbA, 30.000, 40.000,Animal
3474,jFcGr76kD64, 270.000, 280.000,Animal
3475,jBJWNQoGnHc, 70.000, 80.000,Animal
3476,eMIwbh5aK1s, 20.000, 30.000,Animal
3477,hAY81dhxq04, 40.000, 50.000,Animal
3478,pD11wOHUJSw, 20.000, 30.000,Animal
3479,CLwLiNEJAGc, 240.000, 250.000,Animal
3480,q63hrrtCORw, 30.000, 40.000,Animal
3481,BITEa958BZY, 0.000, 10.000,Animal
3482,SM71wB-BT5E, 30.000, 40.000,Animal
3483,EFhkAr5WrRA, 10.000, 20.000,Animal
3484,nRm8yBTg-jk, 110.000, 120.000,Animal
3485,otkIbozfNV8, 50.000, 60.000,Animal
3486,tBKeectIAW4, 10.000, 20.000,Animal
3487,LGZEm1qLRLs, 10.000, 20.000,Animal
3488,vFuGmllEXJg, 80.000, 90.000,Animal
3489,cq1QoyAnRO0, 10.000, 20.000,Animal
3490,4h_PCLPoqXE, 0.000, 5.000,Animal
3491,1KFRlXZfnIA, 13.000, 23.000,Animal
3492,UKaFuGKqX04, 180.000, 190.000,Animal
3493,4r_hVZkrUL4, 60.000, 70.000,Animal
3494,rFQlWzgHj4I, 0.000, 10.000,Animal
3495,mYbyJNAd4-g, 60.000, 70.000,Animal
3496,C7wFQKDs0D8, 80.000, 90.000,Animal
3497,8cGWm7e6V0Y, 25.000, 35.000,Animal
3498,KhIgCPMAKfU, 30.000, 40.000,Animal
3499,thaPMgOEr9s, 40.000, 50.000,Animal
3500,ujvutchAWUo, 80.000, 90.000,Animal
3501,gye8jYTDz5w, 30.000, 40.000,Animal
3502,7fKdwIgs990, 30.000, 40.000,Animal
3503,DcKr6mUKzfM, 0.000, 10.000,Animal
3504,Mpg3gffbSPc, 0.000, 7.000,Animal
3505,THxPFaKVijo, 40.000, 50.000,Animal
3506,kCO7PElqpZQ, 30.000, 40.000,Animal
3507,Mz2C__2YIrY, 240.000, 250.000,Animal
3508,0y6GuTFwHT8, 10.000, 20.000,Animal
3509,hUu_wEJY22o, 0.000, 10.000,Animal
3510,KW2B-Rv8bjs, 30.000, 40.000,Animal
3511,pBVDA1jQZKg, 200.000, 210.000,Animal
3512,uJ_VO75mU5Q, 280.000, 290.000,Animal
3513,yowvQKn8PYc, 40.000, 50.000,Animal
3514,2MGHweuIohY, 30.000, 40.000,Animal
3515,ee2pjOChFo4, 30.000, 40.000,Animal
3516,22Hfabb4hrY, 180.000, 190.000,Animal
3517,JlRhW0uDe0I, 30.000, 40.000,Animal
3518,3n--reua_a0, 27.000, 37.000,Animal
3519,-qN2fbwwGYo, 360.000, 370.000,Animal
3520,mgBC829bN4U, 50.000, 60.000,Animal
3521,kf91CI8RiC4, 12.000, 22.000,Animal
3522,A_e1X2mV45M, 100.000, 110.000,Animal
3523,EsvcdsbE52M, 20.000, 30.000,Animal
3524,gjMlLhEzgTE, 120.000, 130.000,Animal
3525,8sCoyduH3vI, 30.000, 40.000,Animal
3526,lsTlX_oFQsw, 40.000, 50.000,Animal
3527,RwNG1IMA9Yk, 0.000, 10.000,Animal
3528,je6jJoTbFWs, 380.000, 390.000,Animal
3529,UIL5X8Zv8vI, 30.000, 40.000,Animal
3530,1FUMr2pDTn0, 30.000, 40.000,Animal
3531,xWetFVZg39A, 0.000, 10.000,Animal
3532,3xSoi75OPDI, 30.000, 40.000,Animal
3533,6E4FAcqr3OQ, 0.000, 7.000,Animal
3534,Z-djkrj-5Cs, 0.000, 10.000,Animal
3535,vlS6YMeWAPo, 40.000, 50.000,Animal
3536,7dCcb8grofA, 30.000, 40.000,Animal
3537,wAkZdX1AUDY, 30.000, 40.000,Animal
3538,4B77RJtquns, 60.000, 70.000,Animal
3539,lBQz05XWTxc, 30.000, 40.000,Animal
3540,0H7BcqrunCw, 24.000, 34.000,Animal
3541,VTUIc966d5E, 100.000, 110.000,Animal
3542,xa8Nstd_Z-I, 0.000, 10.000,Animal
3543,dk_NKwxlHlA, 160.000, 170.000,Animal
3544,-qvb5KM_xYM, 0.000, 10.000,Animal
3545,mJF4Y00rnGo, 70.000, 80.000,Animal
3546,cEM4Sj3uJbs, 10.000, 20.000,Animal
3547,0bNyA9bIT60, 20.000, 30.000,Animal
3548,8iLIydqin8Q, 20.000, 30.000,Animal
3549,k7-bo66KASE, 140.000, 150.000,Animal
3550,7sHIi7WZkDA, 5.000, 15.000,Animal
3551,gGA_aaP8Chc, 40.000, 50.000,Animal
3552,9990S02rAKg, 10.000, 20.000,Animal
3553,806GvKiEDBM, 30.000, 40.000,Animal
3554,RXEO5Gopm8A, 30.000, 40.000,Animal
3555,v5AK4Z8fGko, 30.000, 40.000,Animal
3556,92fP5fr2UJc, 25.000, 35.000,Animal
3557,BC-hQaoRs-k, 0.000, 10.000,Animal
3558,5Xp4vgXhI9k, 30.000, 40.000,Animal
3559,NWZNlakWtlA, 5.000, 15.000,Animal
3560,zlJ8jLkCRUU, 10.000, 20.000,Animal
3561,Pv5pNZD4EVc, 0.000, 10.000,Animal
3562,uT6f8ghsJBw, 10.000, 20.000,Animal
3563,onCn5Ab2BtU, 10.000, 20.000,Animal
3564,2v3FdmY1E1k, 40.000, 50.000,Animal
3565,zwz2DAZr-UE, 50.000, 60.000,Animal
3566,TXNcevG3vac, 0.000, 10.000,Animal
3567,UASA2kSWavQ, 10.000, 20.000,Animal
3568,kOYg4ZtKcAs, 0.000, 2.000,Animal
3569,29-H4jj5UsE, 24.000, 34.000,Animal
3570,1fkc82C3ri0, 21.000, 31.000,Animal
3571,nGa1bFcaWzE, 100.000, 110.000,Animal
3572,VPxgCXFVGw4, 160.000, 170.000,Animal
3573,3DpTKVBEfEY, 30.000, 40.000,Animal
3574,Tw8xvXWjU-Y, 60.000, 70.000,Animal
3575,UGZSsoEKaDA, 100.000, 110.000,Animal
3576,JJAwEOQr7Co, 120.000, 130.000,Animal
3577,7e3Ge11P-FE, 20.000, 30.000,Animal
3578,2JgHbC7yyTU, 0.000, 10.000,Animal
3579,2CvuKHxMGEg, 60.000, 70.000,Animal
3580,BDX2547NmZk, 10.000, 20.000,Animal
3581,YWjv5KBIexM, 60.000, 70.000,Animal
3582,mtF0BwjoJXg, 50.000, 60.000,Animal
3583,CuFe58MYvhM, 10.000, 20.000,Animal
3584,qGCzeeDJRbo, 30.000, 40.000,Animal
3585,uM7ZQrzm1pE, 120.000, 130.000,Animal
3586,McyzwLkySCM, 40.000, 50.000,Animal
3587,tTk8mFJmPnc, 10.000, 20.000,Animal
3588,n0wEfTNjc3E, 30.000, 40.000,Animal
3589,j7jXjRTdgxM, 70.000, 80.000,Animal
3590,3JAIdFFGTtQ, 200.000, 210.000,Animal
3591,pwP05wlzlI0, 120.000, 130.000,Animal
3592,OBN_yyw8_l0, 110.000, 120.000,Animal
3593,2oodPn9DEZ0, 20.000, 30.000,Animal
3594,7NC2M3GDDy8, 30.000, 40.000,Animal
3595,Sols27zNgyg, 60.000, 70.000,Animal
3596,3FmxwhMpvbA, 30.000, 40.000,Animal
3597,4sTQvJtsuSg, 50.000, 60.000,Animal
3598,-JlAIil9iSE, 8.000, 18.000,Animal
3599,vwvoHeyDcrs, 130.000, 140.000,Animal
3600,-Xdht0zhspk, 30.000, 40.000,Animal
3601,6t9R8V0HNXM, 30.000, 40.000,Animal
3602,Xf9zAWUZBDA, 10.000, 20.000,Animal
3603,aqAOyp3z2Ks, 50.000, 60.000,Animal
3604,C5PyvV-Bprg, 30.000, 40.000,Animal
3605,MmHMz3U0q4U, 10.000, 20.000,Animal
3606,WBiGXOO-9sM, 10.000, 20.000,Animal
3607,6M_qQiTUf3c, 10.000, 20.000,Animal
3608,qadKnHNWfyA, 280.000, 290.000,Animal
3609,2KI5DapHfgE, 20.000, 30.000,Animal
3610,RgvRt8hxRjE, 0.000, 10.000,Animal
3611,cQ-PDA2VREU, 50.000, 60.000,Animal
3612,G8Aduziyk60, 210.000, 220.000,Animal
3613,LsGbWdoDipk, 30.000, 40.000,Animal
3614,i0KAv_PuS_k, 20.000, 30.000,Animal
3615,DmDsQI1o9w0, 21.000, 31.000,Animal
3616,PtLUk35diBw, 40.000, 50.000,Animal
3617,C5BviixCQaQ, 0.000, 10.000,Animal
3618,7YTNI4zE8YI, 28.000, 38.000,Animal
3619,xsiBMdGcFEg, 550.000, 560.000,Animal
3620,Q3vO-xhnz5Y, 0.000, 10.000,Animal
3621,X4C0JeDAHAY, 0.000, 10.000,Animal
3622,E7RaO8xxesA, 0.000, 10.000,Animal
3623,3iYj8V-OxJM, 30.000, 40.000,Animal
3624,NMMSMCJPnA0, 60.000, 70.000,Animal
3625,E_DrLUeRTHk, 7.000, 17.000,Animal
3626,0DtJdRFPmS4, 30.000, 40.000,Animal
3627,eKFe-G3DbTI, 470.000, 480.000,Animal
3628,lhqnR7RLddg, 30.000, 40.000,Animal
3629,hBiolVmO3eY, 10.000, 20.000,Animal
3630,AUP-DC6srDc, 110.000, 120.000,Animal
3631,pilnJBjwRrg, 170.000, 180.000,Animal
3632,56HleLMsynY, 30.000, 40.000,Animal
3633,58vKuDxlK8s, 0.000, 10.000,Animal
3634,NKPqX8Y5uQI, 30.000, 40.000,Animal
3635,TVYiKOGR9nY, 0.000, 10.000,Animal
3636,HyQ3xt8LU2Y, 23.000, 33.000,Animal
3637,6D2aVbn8yOk, 270.000, 280.000,Animal
3638,JMe6y83DOVY, 380.000, 390.000,Animal
3639,x9G9hwqhJg8, 20.000, 30.000,Animal
3640,5S4VeGbc_Is, 30.000, 40.000,Animal
3641,LmvmervBdLQ, 0.000, 10.000,Animal
3642,DbbzrgOo8mw, 50.000, 60.000,Animal
3643,4ziXq0Qg7QI, 50.000, 60.000,Animal
3644,6t1VTVHPuZk, 40.000, 50.000,Animal
3645,wf29ajkqnRk, 70.000, 80.000,Animal
3646,Q6Z4eMrSbwQ, 30.000, 40.000,Animal
3647,d2kOQOu91yE, 290.000, 300.000,Animal
3648,spT-qaerV48, 70.000, 80.000,Animal
3649,AHlCh46HNYc, 30.000, 40.000,Animal
3650,1_P4_uj_wnc, 30.000, 40.000,Animal
3651,aLHiRq-1UqI, 0.000, 10.000,Animal
3652,428We2O7PkU, 30.000, 40.000,Animal
3653,52tdbEqLRsM, 30.000, 40.000,Animal
3654,0SjvusZqA3w, 0.000, 6.000,Animal
3655,OdiE2U7QzI4, 140.000, 150.000,Animal
3656,D32Ymy6TBAo, 0.000, 10.000,Animal
3657,3aLSD8o2CF0, 30.000, 40.000,Animal
3658,Suj148zbxAI, 60.000, 70.000,Animal
3659,JAl-36hdNiU, 40.000, 50.000,Animal
3660,-kKEV9mrbK4, 30.000, 40.000,Animal
3661,-UnBuBVM0r8, 100.000, 110.000,Animal
3662,-W9N8xqohLA, 80.000, 90.000,Animal
3663,crdGvAm2vJ8, 110.000, 120.000,Animal
3664,dgLJcEYmDHA, 120.000, 130.000,Animal
3665,W1A37Jlt_o8, 260.000, 270.000,Animal
3666,ZK1kWFoHLQo, 30.000, 40.000,Animal
3667,B94gmaO5zSY, 40.000, 50.000,Animal
3668,Et4gYMgYfEQ, 30.000, 40.000,Animal
3669,5wScdWqlS0c, 30.000, 40.000,Animal
3670,z0etQSRv6Qk, 0.000, 10.000,Animal
3671,6cNiVv0_VVw, 0.000, 10.000,Animal
3672,9lIKn0pKBMU, 40.000, 50.000,Animal
3673,QfshTe_iQk0, 40.000, 50.000,Animal
3674,Bb-noAqiKn8, 590.000, 600.000,Animal
3675,T_PVis9ELNo, 50.000, 60.000,Animal
3676,N1heffHp3vU, 16.000, 26.000,Animal
3677,b2afJxDDfzU, 30.000, 40.000,Animal
3678,qTgFlqXHe4Q, 70.000, 80.000,Animal
3679,75W1UuJUgsc, 20.000, 30.000,Animal
3680,n-TNNxm57Rg, 10.000, 20.000,Animal
3681,Ugvg3bHrFNk, 30.000, 40.000,Animal
3682,OUCFQe0sQ1A, 30.000, 40.000,Animal
3683,Z1TEESDpk7A, 30.000, 40.000,Animal
3684,BSi_sEP_W9A, 30.000, 40.000,Animal
3685,Zik2pi5hz-w, 160.000, 170.000,Animal
3686,75ga2serFYE, 20.000, 30.000,Animal
3687,wYKIm-sv9fk, 440.000, 450.000,Animal
3688,mPFPcaGIC-U, 150.000, 160.000,Animal
3689,eWAcGZWSY-0, 40.000, 50.000,Animal
3690,bTLzeW-jZuM, 80.000, 90.000,Animal
3691,NAHLlD2NBoM, 10.000, 20.000,Animal
3692,1hia350h2Cc, 40.000, 50.000,Animal
3693,yx-rXPLezoo, 10.000, 20.000,Animal
3694,2UGVSzh2bpQ, 30.000, 40.000,Animal
3695,-4H1EUXNl5s, 30.000, 40.000,Animal
3696,-T2U9mAuyEo, 50.000, 60.000,Animal
3697,2bMuf-I23K8, 30.000, 40.000,Animal
3698,R5iG8b2CNWo, 30.000, 40.000,Animal
3699,LIRLL5II1EA, 10.000, 20.000,Animal
3700,oCfaXlhz120, 0.000, 10.000,Animal
3701,ZRbYpJDSQWk, 10.000, 20.000,Animal
3702,85xX9hReBbQ, 350.000, 360.000,Animal
3703,F6fUD5uOSNw, 27.000, 37.000,Animal
3704,4hai8G68k50, 30.000, 40.000,Animal
3705,5AXA7_vyjnA, 3.000, 13.000,Animal
3706,-DnrNt9gBJs, 30.000, 40.000,Animal
3707,o4pxsprVLGg, 10.000, 20.000,Animal
3708,MO6hIk2LM0w, 260.000, 270.000,Animal
3709,eMo3h3HhhCw, 50.000, 60.000,Animal
3710,8ZYvdEn0Ejs, 3.000, 13.000,Animal
3711,J9rf6VzkG8E, 30.000, 40.000,Animal
3712,97kNSXkS-Ak, 30.000, 40.000,Animal
3713,IxV4PVEn3Ms, 30.000, 40.000,Animal
3714,c8uhOIsBdug, 40.000, 50.000,Animal
3715,8HBrOtWa8FE, 30.000, 40.000,Animal
3716,JIEWNNSbwg0, 30.000, 40.000,Animal
3717,AMxm-DkoplU, 30.000, 40.000,Animal
3718,-DfsRfpQC8U, 80.000, 90.000,Animal
3719,5NtL_LAqxLo, 30.000, 40.000,Animal
3720,uqxU0eJgx-0, 120.000, 130.000,Animal
3721,4o5D-SGxwMs, 80.000, 90.000,Animal
3722,p9ABS_VFQsA, 10.000, 20.000,Animal
3723,RsOtH-3zDro, 280.000, 290.000,Animal
3724,KGRsalunZo0, 170.000, 180.000,Animal
3725,Lpcvxq1eJuc, 40.000, 50.000,Animal
3726,8VZqwwHJUCI, 110.000, 120.000,Animal
3727,Cs8fqM2CjP8, 30.000, 40.000,Animal
3728,AGpqX6_Jqp0, 100.000, 110.000,Animal
3729,xVzclS3U2Rc, 40.000, 50.000,Animal
3730,AgamFXwb80k, 0.000, 10.000,Animal
3731,aOAL_Y3bn9c, 30.000, 40.000,Animal
3732,uXo7hzgmvX4, 0.000, 8.000,Animal
3733,4ZBoI0kQmY0, 30.000, 40.000,Animal
3734,waMzzzL0I2o, 70.000, 80.000,Animal
3735,XVyV0pu7Qfc, 30.000, 40.000,Animal
3736,EZX5N8BJKdQ, 30.000, 40.000,Animal
3737,CnLQFM08y1U, 160.000, 170.000,Animal
3738,nruADPBSIGk, 0.000, 10.000,Animal
3739,dMfMVxlp73I, 0.000, 10.000,Animal
3740,9T6zVQzmSsI, 20.000, 30.000,Animal
3741,Wui1yUixmpM, 180.000, 190.000,Animal
3742,YYXXk9mA_ik, 70.000, 80.000,Animal
3743,d4Jv00_uynY, 10.000, 20.000,Animal
3744,canjXWG7n7s, 0.000, 10.000,Animal
3745,A6NjHXae2BU, 290.000, 300.000,Animal
3746,2YljvfkQBhk, 40.000, 50.000,Animal
3747,KWKbA-wI3zk, 210.000, 220.000,Animal
3748,bQpuGvSo_jM, 0.000, 10.000,Animal
3749,15svFbs6mg8, 14.000, 24.000,Animal
3750,863STpyfGB0, 0.000, 10.000,Animal
3751,FijgLyPHZtU, 30.000, 40.000,Animal
3752,OjM1A_8Z2FM, 0.000, 10.000,Animal
3753,1xkn6BoTQe4, 60.000, 70.000,Animal
3754,iJA1dS7DYy8, 0.000, 10.000,Animal
3755,E0IxV6UEqZ8, 80.000, 90.000,Animal
3756,x9KVuR2r26s, 0.000, 10.000,Animal
3757,4P-DsDGjveI, 20.000, 30.000,Animal
3758,RpAPAxb_vaQ, 10.000, 20.000,Animal
3759,3G6CJHZEVYM, 30.000, 40.000,Animal
3760,FIxGievim1Q, 11.000, 21.000,Animal
3761,1ZiHx7dlJk0, 30.000, 40.000,Animal
3762,rfrGP6pWBBE, 40.000, 50.000,Animal
3763,bNJGwdi1cp8, 10.000, 20.000,Animal
3764,ilrvvuXsr8U, 30.000, 40.000,Animal
3765,FuiwZeEH_uA, 30.000, 40.000,Animal
3766,3thwZDqP4V0, 13.000, 23.000,Animal
3767,7mmnVuLs98o, 310.000, 320.000,Animal
3768,1ChE5QHG81o, 0.000, 7.000,Animal
3769,RvO02tApjnw, 0.000, 10.000,Animal
3770,HOgIw8typWM, 20.000, 30.000,Animal
3771,W9l6pyoHAdk, 40.000, 50.000,Animal
3772,JsM6SurbXbs, 10.000, 20.000,Animal
3773,-Y_g5s2w53E, 22.000, 32.000,Animal
3774,V8hFwcxRaC0, 380.000, 390.000,Animal
3775,e31OzfgXvdQ, 460.000, 470.000,Animal
3776,MBvyUrmVJ90, 10.000, 20.000,Animal
3777,3KALVyKRScs, 10.000, 20.000,Animal
3778,8U5J5JR8vMQ, 300.000, 310.000,Animal
3779,_ZPXNOOsGhk, 90.000, 100.000,Animal
3780,Qd_yuZbuZsg, 10.000, 20.000,Animal
3781,lXUYDHhpzLo, 220.000, 230.000,Animal
3782,dCoSHpdlsCY, 140.000, 150.000,Animal
3783,DtyrqXJGaZY, 20.000, 30.000,Animal
3784,4aejRI-PHdg, 30.000, 40.000,Animal
3785,ZlrnRVljf5g, 30.000, 40.000,Animal
3786,y3rrJHPfK3Q, 240.000, 250.000,Animal
3787,F-DUG9Vl_io, 20.000, 30.000,Animal
3788,YrgzIK0Xedo, 120.000, 130.000,Animal
3789,2FeSKXjV4rg, 5.000, 15.000,Animal
3790,W3Bz98gN42Y, 50.000, 60.000,Animal
3791,SUu1E8uOGR4, 100.000, 110.000,Animal
3792,84IfxIrc8Dg, 50.000, 60.000,Animal
3793,fBTVz7z8XeQ, 30.000, 40.000,Animal
3794,1DVyj_Q5f0A, 12.000, 22.000,Animal
3795,-CeD_iol6Hg, 30.000, 40.000,Animal
3796,LoJ0M-jQO2c, 0.000, 10.000,Animal
3797,K-VceyH2f6c, 50.000, 60.000,Animal
3798,SejdskzpFIM, 90.000, 100.000,Animal
3799,lx09conaRnc, 40.000, 50.000,Animal
3800,9FKXiGJEjVk, 30.000, 40.000,Animal
3801,S8qIGMykwYo, 0.000, 10.000,Animal
3802,4v4f6ZxnPSk, 120.000, 130.000,Animal
